Code,Literal,Literal_clean,Literal_norm,code_type,chapter,is_icd10,D_P,Description
672,Conización cervical,Conización cervical,conizacion cervical,procedure,6,False,,
64811,hipotiroidismo part,hipotiroidismo part,hipotiroidismo part,procedure,6,False,,
10D17ZZ,legrado puerperal,legrado puerperal,legrado puerperal,procedure,1,True,P,"Extracción de productos de la concepción, retenidos, abordaje orificio natural o artificial"
I4892,flutter auricular,flutter auricular,flutter auricular,diagnosis,I,True,D,Flutter auricular no especificado
475,flegmo periamigdalar,flegmo periamigdalar,flegmo periamigdalar,procedure,4,False,,
I493,extrasistoles ventriculares,extrasistoles ventriculares,extrasistoles ventriculares,diagnosis,I,True,D,Extrasístoles ventriculares
V141,amoxicilina,amoxicilina,amoxicilina,diagnosis,V,True,D,Pasajero de vehículo a pedales lesionado en colisión con vehículo de transporte pesado o autobús en un accidente no de tráfico
N921,METRORRAGIA,METRORRAGIA,metrorragia,diagnosis,N,True,D,Menstruación excesiva y frecuente con ciclo irregular
N836,Hematosalpinx,Hematosalpinx,hematosalpinx,diagnosis,N,True,D,Hematosalpinx
2762,fisura palatina,fisura palatina,fisura palatina,procedure,2,False,,
0VT34ZZ,cistectomía radical LAP,cistectomía radical LAP,cistectomia radical lap,procedure,0,True,P,"Resección de vesículas seminales, bilateral, abordaje endoscópico percutáneo"
L209,Dermatitis atòpica,Dermatitis atòpica,dermatitis atopica,diagnosis,L,True,D,"Dermatitis atópica, no especificada"
7309,Amniorexis artificial,Amniorexis artificial,amniorexis artificial,procedure,7,False,,
P701,HIJO DE MADRE DIABETICA,HIJO DE MADRE DIABETICA,hijo de madre diabetica,diagnosis,P,True,D,Síndrome del recién nacido hijo de madre diabética
O321XX0,podálica,podálica,podalica,diagnosis,O,True,D,"Atención materna por presentación de nalgas, no aplicable o no especificado"
0D1B0Z4,ileostomía,ileostomía,ileostomia,procedure,0,True,P,"Derivación de íleon a cutáneo, abordaje abierto"
5180,Atelèctasi,Atelèctasi,atelectasi,procedure,5,False,,
C541,ca. endometrio,ca. endometrio,ca. endometrio,diagnosis,C,True,D,Neoplasia maligna de endometrio
0T1B3JD,Cistostomia percutanea,Cistostomia percutanea,cistostomia percutanea,procedure,0,True,P,"Derivación de vejiga a cutáneo, con sustituto sintético, abordaje percutáneo"
J986,paralisis diafragma,paralisis diafragma,paralisis diafragma,diagnosis,J,True,D,Trastornos del diafragma
Z6740,Grupo y Rh: O+,Grupo y Rh: O+,grupo y rh: o+,diagnosis,Z,True,D,"Grupo sanguíneo O, Rh positivo"
O872,Hemorroides puerperal,Hemorroides puerperal,hemorroides puerperal,diagnosis,O,True,D,Hemorroides en el puerperio
5272,sialodenitis cronica,sialodenitis cronica,sialodenitis cronica,procedure,5,False,,
BW03ZZZ,Radiografías de tórax,Radiografías de tórax,radiografias de torax,diagnosis,B,True,P,Radiografía simple de tórax
O99284,Hipertrigliceridemia parto,Hipertrigliceridemia parto,hipertrigliceridemia parto,diagnosis,O,True,D,"Enfermedades endocrinas, nutricionales y metabólicas que complican el parto"
Z30432,EXTRACCIÓN DE DIU,EXTRACCIÓN DE DIU,extraccion de diu,diagnosis,Z,True,D,Contacto para retirada de dispositivo intrauterino
64913,obesidad anteparto,obesidad anteparto,obesidad anteparto,procedure,6,False,,
4A02X4Z,EKG,EKG,ekg,procedure,4,True,P,"Medición de actividad eléctrica, cardiaco, abordaje externo"
2809,ferroterapia,ferroterapia,ferroterapia,procedure,2,False,,
O7022,"Desgarro IIIb,","Desgarro IIIb,","desgarro iiib,",diagnosis,O,True,D,"Desgarro perineal de tercer grado en el parto, IIIb"
73300,Osteoporosis,Osteoporosis,osteoporosis,procedure,7,False,,
BW40ZZZ,ECO-ABD,ECO-ABD,eco-abd,diagnosis,B,True,P,Ecografía de abdomen
O09213,historia parto pretérmino,historia parto pretérmino,historia parto pretermino,diagnosis,O,True,D,"Supervisión de embarazo con historia de parto prematuro, tercer trimestre"
O925,Inhibición de la lactancia,Inhibición de la lactancia,inhibicion de la lactancia,diagnosis,O,True,D,Lactancia suprimida
D6861,Sd. Antifosfolipídico,Sd. Antifosfolipídico,sd. antifosfolipidico,diagnosis,D,True,D,Síndrome antifosfolípido
25000,Diabetes Mellitus,Diabetes Mellitus,diabetes mellitus,procedure,2,False,,
V440,Traqueostomizado,Traqueostomizado,traqueostomizado,diagnosis,V,True,D,Conductor de coche lesionado en colisión con vehículo de transporte pesado o autobús en un accidente no de tráfico
0UQMXZZ,desgarro vulva,desgarro vulva,desgarro vulva,procedure,0,True,P,"Reparación de vulva, abordaje externo"
P369,Sepsis rn,Sepsis rn,sepsis rn,diagnosis,P,True,D,"Sepsis bacteriana del recién nacido, no especificada"
64913,obesitat anteparto,obesitat anteparto,obesitat anteparto,procedure,6,False,,
9604,intubado,intubado,intubado,procedure,9,False,,
0T9B70Z,sondaje vesical,sondaje vesical,sondaje vesical,procedure,0,True,P,"Drenaje en vejiga, con dispositivo de drenaje, abordaje orificio natural o artificial"
5531,Hernia umbilical,Hernia umbilical,hernia umbilical,procedure,5,False,,
O322XX0,podálica,podálica,podalica,diagnosis,O,True,D,"Atención materna por posición transversa y oblicua, no aplicable o no especificado"
04149,E.Coli,E.Coli,e.coli,procedure,0,False,,
5423,Biopsias peritoneales,Biopsias peritoneales,biopsias peritoneales,procedure,5,False,,
O00102,GEU izquierdo,GEU izquierdo,geu izquierdo,diagnosis,O,True,D,Embarazo tubárico izquierdo sin embarazo intrauterino
88900,leiomioma,leiomioma,leiomioma,procedure,8,False,,
I10,HIPERTENSION ESENCIAL,HIPERTENSION ESENCIAL,hipertension esencial,diagnosis,I,True,D,Hipertensión esencial (primaria)
64813,hipotiroidismo anteparto,hipotiroidismo anteparto,hipotiroidismo anteparto,procedure,6,False,,
Z6711,A rh negativo,A rh negativo,a rh negativo,diagnosis,Z,True,D,"Grupo sanguíneo A, Rh negativo"
E042,BOCIO MULTINODULAR,BOCIO MULTINODULAR,bocio multinodular,diagnosis,E,True,D,Bocio multinodular no tóxico
G40909,crisis epilépticas,crisis epilépticas,crisis epilepticas,diagnosis,G,True,D,"Epilepsia, no especificada, no intratable, sin estado de mal epiléptico"
5738,quiste hepatic,quiste hepatic,quiste hepatic,procedure,5,False,,
0DBU0ZZ,omentectomia,omentectomia,omentectomia,procedure,0,True,P,"Escisión de epiplón, abordaje abierto"
5300,Herniorrafia inguinal derecha,Herniorrafia inguinal derecha,herniorrafia inguinal derecha,procedure,5,False,,
R1114,vomitos biliosos,vomitos biliosos,vomitos biliosos,diagnosis,R,True,D,Vómitos biliosos
B42CYZZ,AngioTC abdominal,AngioTC abdominal,angiotc abdominal,diagnosis,B,True,P,"Tomografía computarizada (scanner tc) de arterias pélvicas, con contraste, otro contraste"
65583,ILE por hidrops fetal,ILE por hidrops fetal,ile por hidrops fetal,procedure,6,False,,
V860,RE -,RE -,re -,diagnosis,V,True,D,Conductor de todoterreno especial u otro vehículo todoterreno lesionado en accidente de tráfico
G2581,SÍNDROME DE PIERNAS INQUIETAS,SÍNDROME DE PIERNAS INQUIETAS,sindrome de piernas inquietas,diagnosis,G,True,D,Síndrome de piernas inquietas
O9962,celiaquia PARTO,celiaquia PARTO,celiaquia parto,diagnosis,O,True,D,Enfermedades del aparato digestivo que complican el parto
7454,COMUNICACIÓN INTERVENTRICULAR,COMUNICACIÓN INTERVENTRICULAR,comunicacion interventricular,procedure,7,False,,
E7800,colesterol,colesterol,colesterol,diagnosis,E,True,D,"Hipercolesterolemia pura, no especificada"
J439,enfisema,enfisema,enfisema,diagnosis,J,True,D,"Enfisema, no especificado"
O721,Hemorragia Postparto,Hemorragia Postparto,hemorragia postparto,diagnosis,O,True,D,Otras hemorragias del posparto inmediato
7564,acondroplasia,acondroplasia,acondroplasia,procedure,7,False,,
83803,ADENOCARCINOMA ENDOMETRIAL DE TIPO ENDOMETRIOIDE,ADENOCARCINOMA ENDOMETRIAL DE TIPO ENDOMETRIOIDE,adenocarcinoma endometrial de tipo endometrioide,procedure,8,False,,
25000,Diabetes mellitus,Diabetes mellitus,diabetes mellitus,procedure,2,False,,
6849,histerectomia abd,histerectomia abd,histerectomia abd,procedure,6,False,,
Q613,poliquistosis hepatorenal,poliquistosis hepatorenal,poliquistosis hepatorenal,diagnosis,Q,True,D,Riñón poliquístico no especificado
3E0L3TZ,uroquinasa,uroquinasa,uroquinasa,procedure,3,True,P,"Introducción en cavidad pleural de agente destructivo, abordaje percutáneo"
F418,"depresión , ansiedad","depresión , ansiedad","depresion , ansiedad",diagnosis,F,True,D,Otros trastornos de ansiedad especificados
Z3A40,40+0 semanas,40+0 semanas,40+0 semanas,diagnosis,Z,True,D,40 semanas de gestación
1972,mtx pleura,mtx pleura,mtx pleura,procedure,1,False,,
R339,globo vesical,globo vesical,globo vesical,diagnosis,R,True,D,"Retención urinaria, no especificada"
N841,pólipo cervical,pólipo cervical,polipo cervical,diagnosis,N,True,D,Pólipo del cuello del útero
O334XX0,Desproporción pélvico-fetal,Desproporción pélvico-fetal,desproporcion pelvico-fetal,diagnosis,O,True,D,"Atención materna por desproporción de origen mixto materna y fetal, no aplicable o no especificado"
05HY33Z,Canalizacion de via periferica,Canalizacion de via periferica,canalizacion de via periferica,procedure,0,True,P,"Inserción en vena superior, de dispositivo de infusión, abordaje percutáneo"
064,Tiroidectomía total,Tiroidectomía total,tiroidectomia total,procedure,0,False,,
O42113,rpm pp 2,rpm pp 2,rpm pp 2,diagnosis,O,True,D,"Rotura prematura de membranas pretérmino, inicio del trabajo de parto después de las 24 horas de la rotura, tercer trimestre"
S82201A,FR DIAFISARIA DE TIBIA Y PERONÉ DERECHOS,FR DIAFISARIA DE TIBIA Y PERONÉ DERECHOS,fr diafisaria de tibia y perone derechos,diagnosis,S,True,D,"Fractura no especificada de diáfisis de tibia derecha, contacto inicial por fractura cerrada"
Z8572,linfoma historia,linfoma historia,linfoma historia,diagnosis,Z,True,D,Historia personal de linfomas no Hodgkin
B954,Streptococcus anginosus,Streptococcus anginosus,streptococcus anginosus,diagnosis,B,True,D,Otros estreptococos como causa de enfermedades clasificadas bajo otro concepto
M459,espondilitis anquilosante part,espondilitis anquilosante part,espondilitis anquilosante part,diagnosis,M,True,D,Espondilitis anquilosante de localizaciones no especificadas de la columna vertebral
Z6740,GS: 0 +,GS: 0 +,gs: 0 +,diagnosis,Z,True,D,"Grupo sanguíneo O, Rh positivo"
23871,Púrpura trombocitopenica idiopática,Púrpura trombocitopenica idiopática,purpura trombocitopenica idiopatica,procedure,2,False,,
9929,Hierro,Hierro,hierro,procedure,9,False,,
D469,SMD,SMD,smd,diagnosis,D,True,D,"Síndrome mielodisplásico, no especificado"
K2950,GASTRITIS CRÓNICA,GASTRITIS CRÓNICA,gastritis cronica,diagnosis,K,True,D,Gastritis crónica no especificada sin hemorragia
75322,Megaurèter congènit,Megaurèter congènit,megaureter congenit,procedure,7,False,,
86602,Laceració renal,Laceració renal,laceracio renal,procedure,8,False,,
64821,alfa talasemia parto,alfa talasemia parto,alfa talasemia parto,procedure,6,False,,
Z8611,Historia de Tuberculosis pulmonar,Historia de Tuberculosis pulmonar,historia de tuberculosis pulmonar,diagnosis,Z,True,D,Historia personal de tuberculosis
O328XX0,Versió cefàlica externa,Versió cefàlica externa,versio cefalica externa,diagnosis,O,True,D,"Atención materna por otra presentación anómala del feto, no aplicable o no especificado"
I776,Vasculitis,Vasculitis,vasculitis,diagnosis,I,True,D,"Arteritis, no especificada"
9723,cambio tubo traqueostomia,cambio tubo traqueostomia,cambio tubo traqueostomia,procedure,9,False,,
650,parto,parto,parto,procedure,6,False,,
L02415,Absceso muslo derecho,Absceso muslo derecho,absceso muslo derecho,diagnosis,L,True,D,Absceso cutáneo de extremidad inferior derecha
B030ZZZ,RMN cerebral,RMN cerebral,rmn cerebral,diagnosis,B,True,P,Imagen por resonancia magnética (rm) de cerebro
O99214,obesdidad mórbida part,obesdidad mórbida part,obesdidad morbida part,diagnosis,O,True,D,Obesidad que complica el parto
0TF44ZZ,LITIASIS RENAL izquierda,LITIASIS RENAL izquierda,litiasis renal izquierda,procedure,0,True,P,"Fragmentación en pelvis renal, izquierda, abordaje endoscópico percutáneo"
O0930,gestación no controlada,gestación no controlada,gestacion no controlada,diagnosis,O,True,D,"Supervisión de embarazo con atención prenatal insuficiente, trimestre no especificado"
81403,ADENOCARCINOMA,ADENOCARCINOMA,adenocarcinoma,procedure,8,False,,
N200,Nefrolitiasis,Nefrolitiasis,nefrolitiasis,diagnosis,N,True,D,Cálculo del riñón
61610,vaginitis,vaginitis,vaginitis,procedure,6,False,,
Z931,Portador de gastrostomia,Portador de gastrostomia,portador de gastrostomia,diagnosis,Z,True,D,Estado de gastrostomía
O99344,Sd ansioso parto,Sd ansioso parto,sd ansioso parto,diagnosis,O,True,D,Otros trastornos mentales que complican el parto
E250,Hiperplasia suprarenal congénita,Hiperplasia suprarenal congénita,hiperplasia suprarenal congenita,diagnosis,E,True,D,Trastornos adrenogenitales congénitos asociados con carencia enzimático
64903,Fumadora antepart,Fumadora antepart,fumadora antepart,procedure,6,False,,
E6601,obesidad mórbida parto,obesidad mórbida parto,obesidad morbida parto,diagnosis,E,True,D,Obesidad mórbida (severa) por exceso de calorías
Z903,gastrectomía,gastrectomía,gastrectomia,diagnosis,Z,True,D,Ausencia adquirida (de parte) del estómago
V1367,atresia esofago corregida,atresia esofago corregida,atresia esofago corregida,diagnosis,V,False,,
Z880,Alergica a Penicilina,Alergica a Penicilina,alergica a penicilina,diagnosis,Z,True,D,Estado de alergia a penicilina
Z7902,clopidogrel,clopidogrel,clopidogrel,diagnosis,Z,True,D,Uso prolongado (actual) de antitrombóticos / antiplaquetarios
J90,derrame pleural izdo,derrame pleural izdo,derrame pleural izdo,diagnosis,J,True,D,"Derrame pleural, no clasificable bajo otro concepto"
N200,Nefrolitiasis bilateral,Nefrolitiasis bilateral,nefrolitiasis bilateral,diagnosis,N,True,D,Cálculo del riñón
Z6838,obesidad parto,obesidad parto,obesidad parto,diagnosis,Z,True,D,"Índice de masa corporal [IMC] 38.0-38.9, adulto"
6205,torsio ovari,torsio ovari,torsio ovari,procedure,6,False,,
O3663X0,feto grande para edad gestacional.,feto grande para edad gestacional.,feto grande para edad gestacional.,diagnosis,O,True,D,"Atención materna por crecimiento fetal excesivo, tercer trimestre, no aplicable o no especificado"
R6251,Retraso de crecimiento,Retraso de crecimiento,retraso de crecimiento,diagnosis,R,True,D,Retraso del crecimiento (infantil)
75619,Fosita sacra,Fosita sacra,fosita sacra,procedure,7,False,,
O660,Distocia de Hombros,Distocia de Hombros,distocia de hombros,diagnosis,O,True,D,Trabajo de parto obstruido debido a distocia del hombro
2411,Goll multinodular,Goll multinodular,goll multinodular,procedure,2,False,,
0YU60JZ,hernia inguinal izquierda,hernia inguinal izquierda,hernia inguinal izquierda,procedure,0,True,P,"Suplemento en región inguinal, izquierda, con sustituto sintético, abordaje abierto"
Z936,ureterostomía,ureterostomía,ureterostomia,diagnosis,Z,True,D,Estado de otros estomas artificiales del tracto urinario
O411230,CORIOAMNIONITIS AGUDA,CORIOAMNIONITIS AGUDA,corioamnionitis aguda,diagnosis,O,True,D,"Corioamnionitis, tercer trimestre, no aplicable o no especificado"
O8612,Endometritis puerperal,Endometritis puerperal,endometritis puerperal,diagnosis,O,True,D,Endometritis después del parto
Z853,V10.3,V10.3,v10.3,diagnosis,Z,True,D,Historia personal de neoplasia maligna de mama
T23201A,Quemadura 2 mano derecha,Quemadura 2 mano derecha,quemadura 2 mano derecha,diagnosis,T,True,D,"Quemadura de segundo grado de la mano derecha de localización no especificada, contacto inicial"
52801,Mucositis,Mucositis,mucositis,procedure,5,False,,
O99344,trastorno adaptativo parto,trastorno adaptativo parto,trastorno adaptativo parto,diagnosis,O,True,D,Otros trastornos mentales que complican el parto
009U3ZX,LCR,LCR,lcr,procedure,0,True,P,"Drenaje en canal espinal, diagnóstico, abordaje percutáneo"
Z86711,Historia de TEP,Historia de TEP,historia de tep,diagnosis,Z,True,D,Historia personal de embolia pulmonar
0B113F4,traqueostomía,traqueostomía,traqueostomia,procedure,0,True,P,"Derivación de tráquea a cutáneo, con dispositivo de traqueostomía, abordaje percutáneo"
44024,Isquemia crónica grado IV,Isquemia crónica grado IV,isquemia cronica grado iv,procedure,4,False,,
Z3A39,39+5 sem,39+5 sem,39+5 sem,diagnosis,Z,True,D,39 semanas de gestación
99859,Infecció ferida quirúrgica,Infecció ferida quirúrgica,infeccio ferida quirurgica,procedure,9,False,,
Z8673,historia ICTUS,historia ICTUS,historia ictus,diagnosis,Z,True,D,Historia personal de ataque isquémico transitorio (AIT) e infarto cerebral sin déficits residuales
C61,Adenocarcinoma de próstata,Adenocarcinoma de próstata,adenocarcinoma de prostata,diagnosis,C,True,D,Neoplasia maligna de próstata
Z91011,ALERGIA A LACTOSA,ALERGIA A LACTOSA,alergia a lactosa,diagnosis,Z,True,D,Alergia a los productos lácteos
H53002,Ambliopia OI.,Ambliopia OI.,ambliopia oi.,diagnosis,H,True,D,"Ambliopía no especificada, ojo izquierdo"
V163,Madre cáncer de mama,Madre cáncer de mama,madre cancer de mama,diagnosis,V,True,D,Persona que sube o baja de un vehículo a pedales lesionada en colisión con otro vehículo motorizado en un accidente no de tráfico
8551,Llenado intraoperatorio,Llenado intraoperatorio,llenado intraoperatorio,procedure,8,False,,
40291,Miocardiopatía Hipertensiva icc,Miocardiopatía Hipertensiva icc,miocardiopatia hipertensiva icc,procedure,4,False,,
I119,Cardiopatía hipertensiva,Cardiopatía hipertensiva,cardiopatia hipertensiva,diagnosis,I,True,D,Enfermedad cardiaca hipertensiva sin insuficiencia cardiaca
BW03ZZZ,TORAX,TORAX,torax,diagnosis,B,True,P,Radiografía simple de tórax
8872,Ecocardio,Ecocardio,ecocardio,procedure,8,False,,
P0716,prematura 1500,prematura 1500,prematura 1500,diagnosis,P,True,D,"Recién nacido con otro tipo de bajo peso al nacer, 1500-1749 gramos"
