Code,Literal,Code_clean,Literal_basic,in_icd_reference,D_P,Description
10907ZC,rotura artificial membranes,10907ZC,rotura artificial membranes,True,P,"Drenaje en productos de la concepción, de líquido amniótico, terapéutico, abordaje orificio natural o artificial"
Z85850,Historia neo tiroides,Z85850,Historia neo tiroides,True,D,Historia personal de neoplasia maligna de tiroides
8875,Ecografia trasfontanelar,8875,Ecografia trasfontanelar,False,,
3E033VJ,inducción médica,3E033VJ,inducción médica,True,P,"Introducción en vena periférica de hormona, otra hormona, abordaje percutáneo"
N8112,"CISTOCELE, LATERAL",N8112,"CISTOCELE, LATERAL",True,D,"Cistocele, lateral"
K5730,diverticulosi,K5730,diverticulosi,True,D,"Diverticulosis de colon sin perforación ni absceso, sin hemorragia"
Q513,útero bicorne parto,Q513,útero bicorne parto,True,D,Útero bicorne
Z3A40,40 .5 semanas,Z3A40,40 .5 semanas,True,D,40 semanas de gestación
M1612,Coxartrosis izquierda,M1612,Coxartrosis izquierda,True,D,"Artrosis primaria unilateral, cadera izquierda"
V1302,pielonefritis de repetició,V1302,pielonefritis de repetició,False,,
0VSC4ZZ,orquidopexia bilateral lap,0VSC4ZZ,orquidopexia bilateral lap,True,P,"Reposición de testículos, bilateral, abordaje endoscópico percutáneo"
V137,expretérmino,V137,expretérmino,False,,
Z6740,0+,Z6740,0+,True,D,"Grupo sanguíneo O, Rh positivo"
4052,linfadenectomía aortica,4052,linfadenectomía aortica,False,,
O864,Fiebre en puerperio,O864,Fiebre en puerperio,True,D,Pirexia de origen desconocido después del parto
O24424,Diabetes gestacional tratamiento con insulina,O24424,Diabetes gestacional tratamiento con insulina,True,D,"Diabetes mellitus gestacional en el parto, controlada con insulina"
4280,Insuficiencia cardíca,4280,Insuficiencia cardíca,False,,
0T9B7ZZ,sondaje vesical,0T9B7ZZ,sondaje vesical,True,P,"Drenaje en vejiga, abordaje orificio natural o artificial"
34590,crisis epiléptica,34590,crisis epiléptica,False,,
64621,renal parto,64621,renal parto,False,,
BW03ZZZ,Rx tórax,BW03ZZZ,Rx tórax,True,P,Radiografía simple de tórax
3E0K805,MMC postoperatoria,3E0K805,MMC postoperatoria,True,P,"Introducción en tracto genitourinario de antineoplásico, otro antineoplásico, abordaje orificio natural o artificial, endoscópico"
30022,Agorofobia,30022,Agorofobia,False,,
L120,L12.0,L120,L12.0,True,D,Penfigoide ampolloso
64633,0020 anteparto,64633,0020 anteparto,False,,
O0943,Multípara,O0943,Multípara,True,D,"Supervisión de embarazo en gran multípara, tercer trimestre"
84801,neoplasia mucinosa,84801,neoplasia mucinosa,False,,
37214,Conjuntivitis alérgica,37214,Conjuntivitis alérgica,False,,
O9962,Colon irritable part,O9962,Colon irritable part,True,D,Enfermedades del aparato digestivo que complican el parto
F840,Autismo,F840,Autismo,True,D,Trastorno autista
4053,Linfadenectomia pélvicas,4053,Linfadenectomia pélvicas,False,,
3E0337Z,suero fisiológico,3E0337Z,suero fisiológico,True,P,"Introducción en vena periférica de sustancia para equilibrio hidroelectrolítico, abordaje percutáneo"
2188,septoplastia,2188,septoplastia,False,,
A5901,Trichomonas vaginalis,A5901,Trichomonas vaginalis,True,D,Vulvovaginitis por tricomonas
BW2010Z,TC DE ABDOMEN SIN/CON CONTRASTE,BW2010Z,TC DE ABDOMEN SIN/CON CONTRASTE,True,P,"Tomografía computarizada (scanner tc) de abdomen, sin contraste y con contraste, con contraste, baja osmolaridad"
N611,absceso MAMA DERECHA,N611,absceso MAMA DERECHA,True,D,Absceso de mama y pezón
65653,RCIU anteparto,65653,RCIU anteparto,False,,
1749,Neoplasia mama,1749,Neoplasia mama,False,,
D72829,Leucocitosis,D72829,Leucocitosis,True,D,"Recuento elevado de leucocitos, no especificado"
61610,vaginosis,61610,vaginosis,False,,
O480,gestacion cronologicamente prolongada,O480,gestacion cronologicamente prolongada,True,D,Embarazo postérmino
I130,HTA ERC icc,I130,HTA ERC icc,True,D,Enfermedad cardiaca y renal crónica hipertensiva con insuficiencia cardiaca y enfermedad renal crónica estadios 1 a 4 o enfermedad renal crónica no especificada
O30043,bicorial- biamniótica,O30043,bicorial- biamniótica,True,D,"Embarazo gemelar dicoriónico/ diamniótico, tercer trimestre"
N170,tubulopatía renal,N170,tubulopatía renal,True,D,Fallo renal agudo con necrosis tubular
O480,40 parto,O480,40 parto,True,D,Embarazo postérmino
4019,hipertension,4019,hipertension,False,,
O99344,Transtorno limite de la personalidad part,O99344,Transtorno limite de la personalidad part,True,D,Otros trastornos mentales que complican el parto
3E033NZ,anagesia,3E033NZ,anagesia,True,P,"Introducción en vena periférica de analgésicos, hipnóticos, sedantes, abordaje percutáneo"
R42,Vértigo,R42,Vértigo,True,D,Mareo y desvanecimiento
Z961,lente intraocular,Z961,lente intraocular,True,D,Presencia de lente intraocular
D509,Anemia microcitica,D509,Anemia microcitica,True,D,"Anemia ferropénica, no especificada"
R32,Incontinencia de orina,R32,Incontinencia de orina,True,D,Incontinencia urinaria no especificada
02HV33Z,catèter venós central,02HV33Z,catèter venós central,True,P,"Inserción en vena cava superior, de dispositivo de infusión, abordaje percutáneo"
79029,hiperglicemia,79029,hiperglicemia,False,,
E878,hipocloremia,E878,hipocloremia,True,D,"Otros trastornos del equilibrio de líquidos y electrolitos, no clasificados bajo otro concepto"
O3693X0,sospechosa de pérdida de bienestar fetal,O3693X0,sospechosa de pérdida de bienestar fetal,True,D,"Atención materna por problema fetal, no especificado, tercer trimestre, no aplicable o no especificado"
H8113,Vértigo periférico paroxístico benigno,H8113,Vértigo periférico paroxístico benigno,True,D,"Vértigo paroxístico benigno, bilateral"
V137,Ex prematuritat,V137,Ex prematuritat,False,,
N8311,cuerpo luteo ovario derecho,N8311,cuerpo luteo ovario derecho,True,D,Quiste de cuerpo lúteo de ovario derecho
96903,LINFOMA NO HODGKIN FOLICULAR,96903,LINFOMA NO HODGKIN FOLICULAR,False,,
V9103,bicorial / biamniótica,V9103,bicorial / biamniótica,True,D,Quemadura debida a fuego en otra embarcación motorizada
7161,vulvectomía parcial,7161,vulvectomía parcial,False,,
O701,desgarro de II,O701,desgarro de II,True,D,Desgarro perineal de segundo grado en el parto
Z6710,Grupo sanguineo: A rh positivo,Z6710,Grupo sanguineo: A rh positivo,True,D,"Grupo sanguíneo A, Rh positivo"
9394,nebulizado,9394,nebulizado,False,,
Z96643,artroplastia total de cadera bilateral,Z96643,artroplastia total de cadera bilateral,True,D,"Presencia de articulación de cadera artificial, bilateral"
0TC78ZZ,litiasis ureter izq,0TC78ZZ,litiasis ureter izq,True,P,"Extirpación en uréter, izquierdo, abordaje orificio natural o artificial, endoscópico"
O9081,ANEMIA PP,O9081,ANEMIA PP,True,D,Anemia puerperal
Z8673,Historia de ACVA,Z8673,Historia de ACVA,True,D,Historia personal de ataque isquémico transitorio (AIT) e infarto cerebral sin déficits residuales
8871,Ecografía transfontanelar,8871,Ecografía transfontanelar,False,,
7422,Disgenesia de tronco encefálico,7422,Disgenesia de tronco encefálico,False,,
O9852,Rubeola NO inmune,O9852,Rubeola NO inmune,True,D,Otras enfermedades virales que complican el parto
E103299,retinopatía dm 1,E103299,retinopatía dm 1,True,D,"Diabetes mellitus tipo 1 con retinopatía diabética no proliferativa leve sin edema macular, ojo no especificado"
J9811,Asma parto,J9811,Asma parto,True,D,Atelectasia
Z886,Alergias medicamentosas; AAS.,Z886,Alergias medicamentosas; AAS.,True,D,Estado de alergia a analgésico
N411,Prostatitis crónica,N411,Prostatitis crónica,True,D,Prostatitis crónica
0TB03ZX,biopsia renal derecha,0TB03ZX,biopsia renal derecha,True,P,"Escisión de riñón, derecho, diagnóstico, abordaje percutáneo"
Z6710,Grupo sanguineo materno A positivo,Z6710,Grupo sanguineo materno A positivo,True,D,"Grupo sanguíneo A, Rh positivo"
Z8041,historia familiar ca ovario,Z8041,historia familiar ca ovario,True,D,Historia familiar de neoplasia maligna de ovario
0T9B70Z,SONDAJE VESICAL,0T9B70Z,SONDAJE VESICAL,True,P,"Drenaje en vejiga, con dispositivo de drenaje, abordaje orificio natural o artificial"
E43,desnutrición severa,E43,desnutrición severa,True,D,Malnutrición calórico-proteica grave no especificada
3004,síndrome ansioso-depresivo,3004,síndrome ansioso-depresivo,False,,
B246ZZZ,ETT,B246ZZZ,ETT,True,P,"Ecografía de corazón, lados derecho e izquierdo"
5756,Pólipo vesicular,5756,Pólipo vesicular,False,,
Q603,hipoplasia renal izda,Q603,hipoplasia renal izda,True,D,Hipoplasia renal unilateral
F1211,Marihuana part,F1211,Marihuana part,True,D,"Abuso de cannabis, en remisión"
Z3A40,: 40 semanas,Z3A40,: 40 semanas,True,D,40 semanas de gestación
G250,temblor esencial,G250,temblor esencial,True,D,Temblor esencial
D171,lipoma escapular derecho,D171,lipoma escapular derecho,True,D,Neoplasia lipomatosa benigna de piel y tejido subcutáneo de tronco
V443,colostomia,V443,colostomia,True,D,Ocupante no especificado de coche lesionado en colisión con vehículo de transporte pesado o autobús en un accidente no de tráfico
751,Amniocentesis,751,Amniocentesis,False,,
R061,estridor,R061,estridor,True,D,Estridor
9214,Gammagrafía ósea,9214,Gammagrafía ósea,False,,
Y92322,campo futbol,Y92322,campo futbol,True,D,Campo de fútbol como lugar del acontecimiento de la causa externa
G43909,migrañas part,G43909,migrañas part,True,D,"Migraña, no especificada, no intratable, sin estatus migrañoso"
78061,febrícula 2,78061,febrícula 2,False,,
O770,líquido teñido,O770,líquido teñido,True,D,Trabajo de parto y parto complicados por meconio en el líquido amniótico
F70,Discapacidad intelectual lleu,F70,Discapacidad intelectual lleu,True,D,Discapacidad intelectual leve
BH4BZZZ,Ecografia torácica,BH4BZZZ,Ecografia torácica,True,P,Ecografía de pared torácica
0UB94ZZ,ANEXECTOMÍA IZQUIERDA LAPAROSCÓPICA,0UB94ZZ,ANEXECTOMÍA IZQUIERDA LAPAROSCÓPICA,True,P,"Escisión de útero, abordaje endoscópico percutáneo"
M329,Hipotiroidismo 3t,M329,Hipotiroidismo 3t,True,D,Lupus eritematoso sistémico no especificado
D250,leiomioma submucoso,D250,leiomioma submucoso,True,D,Leiomioma submucoso de útero
B977,VPH parto,B977,VPH parto,True,D,Papilomavirus como causa de enfermedades clasificadas bajo otro concepto
O76,NST,O76,NST,True,D,Anormalidad de la frecuencia o ritmo cardiaco fetal que complica el trabajo de parto y el parto
O99354,Sinusitis parto,O99354,Sinusitis parto,True,D,Enfermedades del sistema nervioso que complican el parto
7101,Esclerodermia,7101,Esclerodermia,False,,
N815,enterocele,N815,enterocele,True,D,Enterocele vaginal
O6014X0,prematuridad,O6014X0,prematuridad,True,D,"Trabajo de parto prematuro en el tercer trimestre con parto prematuro del tercer trimestre, no aplicable o no especificado"
R579,shock,R579,shock,True,D,"Shock, no especificado"
Z6710,Grupo sanguíneo A+,Z6710,Grupo sanguíneo A+,True,D,"Grupo sanguíneo A, Rh positivo"
2631,submaxilectomia izquierda,2631,submaxilectomia izquierda,False,,
N189,irc,N189,irc,True,D,"Enfermedad renal crónica, no especificada"
Z3A29,29 semanas,Z3A29,29 semanas,True,D,29 semanas de gestación
O021,borto diferi,O021,borto diferi,True,D,Aborto retenido
0YUA0JZ,hernioplastia inguinal bilateral malla,0YUA0JZ,hernioplastia inguinal bilateral malla,True,P,"Suplemento en región inguinal, bilateral, con sustituto sintético, abordaje abierto"
Q613,poliquistosis renal,Q613,poliquistosis renal,True,D,Riñón poliquístico no especificado
R6252,Talla baixa,R6252,Talla baixa,True,D,Estatura baja (niños)
Z96653,Protesis rodilla bilateral,Z96653,Protesis rodilla bilateral,True,D,"Presencia de articulación de rodilla artificial, bilateral"
O334XX0,Dpf,O334XX0,Dpf,True,D,"Atención materna por desproporción de origen mixto materna y fetal, no aplicable o no especificado"
5798,Enteropatía pierde-proteínas,5798,Enteropatía pierde-proteínas,False,,
6841,Histerectomia laparoscópica,6841,Histerectomia laparoscópica,False,,
0UT04ZZ,ANEXECTOMÍA DERECHA lap,0UT04ZZ,ANEXECTOMÍA DERECHA lap,True,P,"Resección de ovario, derecho, abordaje endoscópico percutáneo"
64883,Dm gestacional anteparto,64883,Dm gestacional anteparto,False,,
Z3A40,40 +3 sg,Z3A40,40 +3 sg,True,D,40 semanas de gestación
L03115,celulitis pie derecho,L03115,celulitis pie derecho,True,D,Celulitis de extremidad inferior derecha
R491,afonía,R491,afonía,True,D,Afonía
BW20ZZZ,TC abdominal,BW20ZZZ,TC abdominal,True,P,Tomografía computarizada (scanner tc) de abdomen
Q625,duplicidad ureter,Q625,duplicidad ureter,True,D,Duplicación ureteral
N189,Hipertensión Insuficiencia cardíaca Insuficiencia renal crónica,N189,Hipertensión Insuficiencia cardíaca Insuficiencia renal crónica,True,D,"Enfermedad renal crónica, no especificada"
O328XX0,nalgas incompletas,O328XX0,nalgas incompletas,True,D,"Atención materna por otra presentación anómala del feto, no aplicable o no especificado"
R41843,Retraso psicomotor,R41843,Retraso psicomotor,True,D,Déficit psicomotor
E1142,Polineuropatía diabética,E1142,Polineuropatía diabética,True,D,Diabetes mellitus tipo 2 con polineuropatía diabética
J471,bronquiectasias,J471,bronquiectasias,True,D,Bronquiectasias con exacerbación (aguda)
04119,S. epidermidis,04119,S. epidermidis,False,,
O99354,Migraña sin aura part,O99354,Migraña sin aura part,True,D,Enfermedades del sistema nervioso que complican el parto
O701,Desgarro perineal : II,O701,Desgarro perineal : II,True,D,Desgarro perineal de segundo grado en el parto
3324,fibrobroncoscopia biopsia,3324,fibrobroncoscopia biopsia,False,,
0JBR0ZZ,quemadura pie izquierdo,0JBR0ZZ,quemadura pie izquierdo,True,P,"Escisión de tejido subcutáneo y fascia, pie izquierdo, abordaje abierto"
D696,trombopenia part,D696,trombopenia part,True,D,Trombocitopenia no especificada
0KBG0ZZ,DORSAL ANCHO mama izquierda,0KBG0ZZ,DORSAL ANCHO mama izquierda,True,P,"Escisión de músculo tronco, lado izquierdo, abordaje abierto"
E039,HIPOTIROIDISMO 3t,E039,HIPOTIROIDISMO 3t,True,D,"Hipotiroidismo, no especificado"
I350,Estenosis aórtica ligera,I350,Estenosis aórtica ligera,True,D,Estenosis (de la válvula) aórtica no reumática
O9962,reflujo gastroesofágico parto,O9962,reflujo gastroesofágico parto,True,D,Enfermedades del aparato digestivo que complican el parto
R112,náuseas y vómitos,R112,náuseas y vómitos,True,D,"Náuseas con vómitos, no especificados"
J690,broncoaspiración,J690,broncoaspiración,True,D,Neumonitis debida a inhalación de alimentos y vómito
6563,anexectomía bilateral lap,6563,anexectomía bilateral lap,False,,
V142,ALERGIAS sulfamidas,V142,ALERGIAS sulfamidas,True,D,Ciclista no especificado lesionado en colisión con vehículo de transporte pesado o autobús en un accidente no de tráfico
G510,Parálisis facial derecha,G510,Parálisis facial derecha,True,D,Parálisis de Bell
Z9109,ALERGIA AL ESPARADRAPO,Z9109,ALERGIA AL ESPARADRAPO,True,D,"Otro tipo de estado de alergia, distinta a fármacos, medicamentos y sustancias biológicas"
7242,Lumbalgias,7242,Lumbalgias,False,,
P011,bolsa rota prolongada,P011,bolsa rota prolongada,True,D,Recién nacido afectado por rotura prematura de membranas
07T50ZZ,Mastectomia tipo Madden mama derecha,07T50ZZ,Mastectomia tipo Madden mama derecha,True,P,"Resección de linfático, axilar derecho, abordaje abierto"
3E033GC,heparina,3E033GC,heparina,True,P,"Introducción en vena periférica de otra sustancia terapéutica, otra sustancia, abordaje percutáneo"
6173,Endometriosi pelvica,6173,Endometriosi pelvica,False,,
2809,Anemia ferropénica crónica,2809,Anemia ferropénica crónica,False,,
Z9079,Orquiectomía derecha,Z9079,Orquiectomía derecha,True,D,Ausencia adquirida de otro (-s) órgano (-s) genital (-es)
N393,IUE,N393,IUE,True,D,Incontinencia de esfuerzo (femenina) (masculina)
F1010,alcochol,F1010,alcochol,True,D,"Abuso de alcohol, sin complicaciones"
43811,secuela Afasia,43811,secuela Afasia,False,,
7014,cicatriz queloidea,7014,cicatriz queloidea,False,,
7827,epifisiodesis tibial,7827,epifisiodesis tibial,False,,
K920,Hematèmesi,K920,Hematèmesi,True,D,Hematemesis
25801,Neoplasia endocrina múltiple,25801,Neoplasia endocrina múltiple,False,,
Q059,Espina bífida,Q059,Espina bífida,True,D,"Espina bífida, no especificada"
Z332,interrupción voluntaria del embarazo,Z332,interrupción voluntaria del embarazo,True,D,Contacto para interrupción voluntaria del embarazo
741,cesària,741,cesària,False,,
D696,trombocitopenia parto,D696,trombocitopenia parto,True,D,Trombocitopenia no especificada
V1506,alergia Àcars,V1506,alergia Àcars,False,,
82009,fx cabeza de fémur,82009,fx cabeza de fémur,False,,
65541,toxoplasmosis parto,65541,toxoplasmosis parto,False,,
O021,Aborto Diferido,O021,Aborto Diferido,True,D,Aborto retenido
30000,Trastorn d'ansietat,30000,Trastorn d'ansietat,False,,
34409,tetraparesia,34409,tetraparesia,False,,
I129,HTA irc,I129,HTA irc,True,D,Enfermedad renal crónica hipertensiva con enfermedad renal crónica en estadio 1 a 4 o con enfermedad renal crónica no especificada
Z90721,Ovariectomía derecha,Z90721,Ovariectomía derecha,True,D,"Ausencia adquirida de ovario, unilateral"
Z6831,IMC: 31,Z6831,IMC: 31,True,D,"Índice de masa corporal [IMC] 31.0-31.9, adulto"
8594,capsulectomía bilateral,8594,capsulectomía bilateral,False,,
Z8661,Meningitis en la infancia,Z8661,Meningitis en la infancia,True,D,Historia personal de infecciones del sistema nervioso central
2768,hipopotasemia,2768,hipopotasemia,False,,
O99344,Ansiedad PARTO,O99344,Ansiedad PARTO,True,D,Otros trastornos mentales que complican el parto
B9689,Serratia marcescens,B9689,Serratia marcescens,True,D,Otros agentes bacterianos como causa de enfermedades clasificadas bajo otro concepto
Z96653,PRÓTESIS DE AMBAS RODILLA,Z96653,PRÓTESIS DE AMBAS RODILLA,True,D,"Presencia de articulación de rodilla artificial, bilateral"
Z6835,obesidad parto,Z6835,obesidad parto,True,D,"Índice de masa corporal [IMC] 35.0-35.9, adulto"
BV44ZZZ,Ecografía escrotal,BV44ZZZ,Ecografía escrotal,True,P,Ecografía de escroto
N840,pólipos endometriales,N840,pólipos endometriales,True,D,Pólipo del cuerpo uterino
27788,síndrome de lisis tumoral,27788,síndrome de lisis tumoral,False,,
Z6740,GS: O Rh + (,Z6740,GS: O Rh + (,True,D,"Grupo sanguíneo O, Rh positivo"
Z853,Historia de Cancer de mama,Z853,Historia de Cancer de mama,True,D,Historia personal de neoplasia maligna de mama
