id,Literal,y_category
4699,Betametasona im,3
4700,alteración de la memoria,R
4701,plaquetopenia,D
4702,GsRh O positivo,Z
4703,Absces coll,5
4704,saf,5
4705,Escoliosis part,M
4706,delirium,R
4707,hirschprung,7
4708,Epilepsia vascular,G
4709,TC cerebral,B
4710,Pesario,V
4711,Gea gastro-enteritis aguda,K
4712,Neumonia,J
4713,Mastectomía izquierda,8
4714,NST sospecho,O
4715,Flegmó dentari,5
4716,Ferropenia,2
4717,intolerancia gluten parto,O
4718,Inhibición lactancia,O
4719,CIERRE DE PARED ABDOMINAL,2
4720,SINUSITIS CRÒNICA,J
4721,Artritis reumatoide parto,M
4722,Fractura pertrocantérea fémur izquierdo,S
4723,Insuficiencia venosa periférica,I
4724,AINEs,Z
4725,transtorno ansioso depresivo part,F
4726,Globo vesical,R
4727,Status convulsivo,R
4728,tromboembolismo pulmonar,I
4729,41 semanas cumplidas,Z
4730,COLOCACIÓN DE DOBLE J IZQUIERDO,0
4731,Artrosis de manos,M
4732,"Calazi, parpella inferior esquerra",A
4733,Alzeheimer,F
4734,Metrorragia postmenopausica,N
4735,hernia discal,M
4736,Osteoporosis,M
4737,doble j bilateral,0
4738,EV,3
4739,Pielonefritis aguda rn,P
4740,candida pell,B
4741,Derrame pleural,J
4742,39+5 semanas,Z
4743,Doble uréter,Q
4744,Biopsia duodenal,4
4745,Hipercolesterolèmia pura,E
4746,broncodilatadores,9
4747,acne,7
4748,V15.51,Z
4749,hipotiroidismo parto,E
4750,ANEXECTOMÍA IZQUIERDA,0
4751,Reacción anafiláctica,R
4752,celiaquia,K
4753,hipertrigliceridèmia,E
4754,alérgico a penicilina,Z
4755,PARADA CARDIACA,I
4756,coletasis parto,O
4757,pódalica rn,P
4758,Hashimoto parto,E
4759,Pólipo endometrial,N
4760,ecocardiografía transtorácica,B
4761,antibiotica,9
4762,Historia de quemadura,Z
4763,Raquitismo,7
4764,quiste hepático,K
4765,Anemia feropénica,D
4766,amputación abdómino-perineal,4
4767,bolsa rota pretérmino,O
4768,41 semanas rn,Z
4769,Miopía parto,O
4770,HISTERECTOMÍA total,0
4771,Alergia a la Penicilina,V
4772,Hemocultivo,4
4773,perdida fuerza,R
4774,hipotiroidismo parto,E
4775,Bradicardia,R
4776,linfadenectomia axilar,4
4777,Carcinoma intraductal,8
4778,Hiperhidrosis palmo-plantar,L
4779,anemia ferropénica 2t,D
4780,QUISTECTOMÍA OVÁRICA DERECHA lap,0
4781,ALERGIAS METAMIZOL,Z
4782,LLC -B,2
4783,Asma part,J
4784,CARCINOMA DUCTAL IN SITU DE MAMA DERECHA,C
4785,Linfadenectomia iliaca,4
4786,exenteración,3
4787,leiomiosarcoma,8
4788,GS: AB Rh positivo,Z
4789,anticoagulación,Z
4790,exantema vírico,A
4791,Leucemia linfocítica crónica,C
4792,sueroterapia endovenosa,9
4793,Prótesis total de rodilla derecha,Z
4794,Hernia inguinal derecha,5
4795,bordetella pertussis,B
4796,registro cardiotocográfico sospecho,O
4797,Desproporción pelvico-fetal,O
4798,Neurofibromatosis,Q
4799,Ureterohidronefrosis renal litiasis,N
4800,ecografía obs,8
4801,Trastorno ansioso-depresivo,F
4802,dpf,E
4803,itu E. Coli,B
4804,Historia de TUBERCULOSIS PULMONAR,Z
4805,HISTERECTOMIA VAGINAL,0
4806,PODÁLICA,O
4807,Anemia ferropéncia parto,D
4808,Trastorno límite de personalidad,F
4809,taquimiocardiopatía,4
4810,Celestone,3
4811,Rinovirus,B
4812,fumadora anteparto,6
4813,pancolitis ulcerosa,K
4814,síndrome ansioso depresivo part,F
4815,Meningioma,9
4816,infecció del tracte urinari,N
4817,Desproporción Pélvico Cefálica,O
4818,esquizofrenia desorganizada,F
4819,uretroscopia,5
4820,Cesarea anterior,O
4821,Ecografia transvaginal,8
4822,: A positiu,Z
4823,exanguinotransfusión,3
4824,Fibromiàlgia,7
4825,varón,V
4826,Nòdul suprarrenal,E
4827,MENISCectomia IZQUIERDA,0
4828,mioma intramural parto,D
4829,Pródromos de parto,O
4830,Incontinencia urinaria,7
4831,Anexectomia derecha lap,6
4832,Ovario poliquístico,N
4833,Edemas en miembros inferiores,R
4834,mastectomía,Z
4835,Neurofibromatosis tipo II,Q
4836,Angio TaC torax,B
4837,hiperaldosteronismo,E
4838,EcoABD,B
4839,Obesitat morbida part,E
4840,ECO ABDOMINAL,8
4841,cistoscopia,5
4842,febril qx,R
4843,CARCINOMA INTRADUCTAL,8
4844,Prematuridad 1000,P
4845,Ruptura prematura de membranas 2,O
4846,dolor toracico atipico,R
4847,Bipolar,F
4848,LLOC,Y
4849,hemofilia A grave,D
4850,OTITIS MEDIA CRONICA SUPURADA,H
4851,Audiometria,4
4852,Procidencia de mano,O
4853,HIJO DE MADRE CON DIABETES GESTACIONAL,P
4854,44020,O
4855,Demencia por Cuerpos de Lewy,G
4856,Parálisis facial izquierda,G
4857,cesárea ant,O
4858,Poliartrosis,M
4859,Historia de fracturas,Z
4860,MIOMECTOMIAS,Z
4861,GS: AB Rh:POSITIVO,Z
4862,insuficiencia mitral parto,I
4863,SALPINGECTOMÍA IZQUIERDA lap,0
4864,adherencia intestinal,5
4865,sALPINGUECTOMIA bilateral,0
4866,covid Negatiu,Z
4867,Enfermedad carotídea,I
4868,41+1 sg,Z
4869,ITU 2t,N
4870,hemiparèsia,G
4871,Páncreas ectópico,Q
4872,hipotensión,I
4873,valvulopatía mitral,I
4874,gastrostomia,Z
4875,ILE por Trisomia 21,6
4876,Multípara añosa,Z
4877,migraña parto,O
4878,654.23,O
4879,quemadura 3 muslo izquierdo,T
4880,Ansioso depresivo,F
4881,desgarro de I grado,O
4882,miomectomía laparoscópica,0
4883,Asma parto,J
4884,acxfa,4
4885,extrasistoles supraventriculares,I
4886,HT,Z
4887,LITIASIS URETERAL PROXIMAL IZQUIERDA,N
4888,Episiotomia,5
4889,Hiportiroidismo parto,E
4890,: B positivo,Z
4891,múltiples ITUs,Z
4892,migraña PART,O
4893,lupus eritematoso discoide parto,O
4894,Silla turca vacía,Q
4895,Ansioso-depresivo,F
4896,cefalea holocraneal,R
4897,Hipertrofia benigna de prostata,N
4898,Desbridamiento pierna derecha,0
4899,angiomiolipomas,8
4900,RTU-PRÓSTATA,V
4901,Pielonefritis obstructiva,N
4902,HTDA,4
4903,rx torax,B
4904,40 .sem,Z
4905,Alergia a ibuprofeno,Z
4906,linfadenectomía axilar izquierda,4
4907,Ecografías obs,B
4908,efecto tardio mielitis viral,T
4909,Disforia de género,N
4910,oxitócina,3
4911,cesarea,1
4912,CARCINOMA DUCTAL IN SITU,8
4913,Dolor neoplasia,3
4914,Incontinente urinaria,R
4915,rpbf,I
4916,esteatohepatitis,K
4917,Fibrilacion auricular,I
4918,POLIPO fosa nasal,4
4919,Alergia PRIMPERAM,Z
4920,tumor maligno,8
4921,Neoplasia de endometrio,1
4922,colecistectomíalaparoscópica,5
4923,ca mama bialteral,C
4924,íleo paralítico postquirurgico,9
4925,Ureteroscopia,0
4926,Ecografia trasfontanelar,B
4927,Hematoquecia,K
4928,Cesarea rn,P
4929,antibioterápia,9
4930,DMNI,2
4931,BRAQUITERAPIA,3
4932,AMENAZA DE ABORTO,6
4933,Enfermedad de Méniere,G
4934,túnel carpiano bilateral,G
4935,Endometriosis intestinal,N
4936,hipercolesterolemia parto,E
4937,Rubeola NO INMUNE,Z
4938,Insuficiencia renal crónica leve,N
4939,Zika part,O
4940,expulsivo prolongado,O
4941,alergia a ácaros,Z
4942,Cadidiasis esofágica,A
4943,Hermana Ca. de mama,Z
4944,desgarro grado 1º,O
4945,absceso de mama,N
4946,Ansioso,F
4947,Degeneración macular asociada a la edad,H
4948,O negatiu,Z
4949,rebuig de l'aliment,9
4950,ex Tabaquismo,Z
4951,enfermedad de alzheimer,G
4952,LINFADENECTOMÍA PÉLVICA,0
4953,trombopenia parto,D
4954,Desgarro parauretral,O
4955,HPT,O
4956,desproporción pélvico fetal,O
4957,LINFADENECTOMÍA AXILAR DERECHa,0
4958,Nódulo tiroideo part,E
4959,utero miomatoso,D
4960,HP moderada,K
4961,Prótesis total de cadera,Z
4962,Psoriasis en gota,L
4963,760.8,N
4964,Adenocarcinoma endometroide,8
4965,PCR COVID: Negativo,Z
4966,ANEXECTOMÍA IZQUIERDA POR LAPAROSCOPIA,0
4967,madden IZQUIERDA,0
4968,Diverticulos colon,K
4969,mioma uterino,D
4970,pancitopenia,2
4971,celiaquia parto,K
4972,epoc infeccio resp,5
4973,DISTRES RESPIRATORIO rn,P
4974,HIV part,Z
4975,Ansiedad anteparto,6
4976,metrorragia parto,6
4977,arritmia cardíaca,I
4978,Eosinofilia,D
4979,Salpinguectomia esquerra,6
4980,Hipertrofia amigdalar,J
4981,forceps,7
4982,Retraso mental,F
4983,mastectomia derecha,8
4984,Estreñimiento crónico,K
4985,Adherencias parto,O
4986,intestino irritable,K
4987,fotofobia,7
4988,CA CERVIX,1
4989,cytotecs rectal,3
4990,Desgarro IIº,O
4991,condilomas parto,O
4992,Asma anteparto,6
4993,Orzuelo,H
4994,coágulo intravesical,N
4995,K pneumoniae,B
4996,tratamiento betabloquante,3
4997,enolismo,F
4998,DM 1 part,E
4999,METRORRAGIA anteparto,6
5000,37,Z
5001,IMC 39,Z
5002,40 +5 sg,Z
5003,Artrosis generalizada,M
5004,ANEXECTOMÍA IZQUIERDA 2,0
5005,Neumonía COVID parto,J
5006,Fumadora part,O
5007,Gestacion gemelar,6
5008,LINFADENECTOMÍA AXILAR DERECHA,0
5009,Neuroma de Morton pie derecho,G
5010,sobrepeso,E
5011,Alergia a VOLTARÉN,Z
5012,HTA ice,I
5013,Quiste epidídimo derecho,N
5014,Rx abdominal,B
5015,histerectomia abdomial radical,0
5016,Gonartrosis izquierda,M
5017,Eliquis,Z
5018,metatarsalgia izquierdo,M
5019,folicualr ovari,6
5020,nodulo higado,K
5021,laparoscopia reconvertida,5
5022,Retenció d'orina,R
5023,INSUFICIENCIA RENAL CRÓNICA AGUDIZADA,N
5024,Lobectomia,Z
5025,síndrome nefrótico,N
5026,Hipogammaglobulinèmia,2
5027,Politrauma,V
5028,hernia dehiato,5
5029,Mordedura perro,W
5030,insuficiencia cardiaca izquierda,I
5031,neuroblastoma,8
5032,miastenia gravis parto,G
5033,kjelland,1
5034,Bicorial biamniótica,O
5035,retraso mental grave,R
5036,40+6,Z
5037,AL.LÈRGIES Àcars,Z
5038,digestivo parto,O
5039,Laparoscopia robótica,8
5040,Acúfeno OD,H
5041,obesisdad,2
5042,ANEXECTOMÍA IZQUIERDA LAPAROSCÓPICA,0
5043,Sindrome Turner,Q
5044,nefrostomía bilateral,5
5045,alèrgia penicilina,Z
5046,ILE por trisomia 21,6
5047,antiemético,3
5048,Enfermedad de membrana hialina,P
5049,FACO+`LIO OD,0
5050,Alérgica a Metamizol,Z
5051,Hematuria anemizante,R
5052,Catarata nuclear OD,H
5053,presentación transversa,O
5054,metrotrexate im aborto,1
5055,Placenta oclusiva total,O
5056,infertilidad primaria,N
5057,Cordón corto,O
5058,Mioma cervical,D
5059,Restraso en el lenguaje,R
5060,hipotir part,O
5061,biopsia gangli,4
5062,ALERGIAS: PENICILINA,Z
5063,drenaje torácico,3
5064,anemia anteparto,6
5065,Hipoalbuminemia,E
5066,Gastritis crónica parto,K
5067,GS: 0 Rh+,Z
5068,quemadura 2 mano derecha,T
5069,amigdalectomía,2
5070,Teratoma ovario izquierdo,D
5071,hipotiroidsimo 2t,E
5072,pericarditis constrictiva,I
5073,Hipotiroidimo 1t,E
5074,Hipertensión Enfermedad renal crónica,I
5075,gastroscopia,4
5076,Adenoma suprarrenal derecho,D
5077,insuficiencia cardiaca,I
5078,tumorectomia mama bilateral,0
5079,Anexectomía izquierda,0
5080,RTU-VEJIGA,V
5081,rinitis alérgica part,J
5082,Grupo y Rh: A -,Z
5083,trombofilia parto,O
5084,absces cervical,6
5085,eco abd,8
5086,asma PART,J
5087,rtu vesical,5
5088,ECOGRAFÍA TV,B
5089,Hipotiroidismo PARTO,E
5090,catéter doble J izq,0
5091,síncopes de repetición,Z
5092,neurofibromatosis,2
5093,parto estacionado.,O
5094,diarreas,7
5095,Sd de Bartter,I
5096,corticoide,9
5097,Duplicidad renal,Q
5098,mtx hepatica,1
5099,AB negativo,Z
5100,grietas pezones posparto,6
5101,Grupo sanguíneo: B+.,Z
5102,angioTC pulmonar,B
5103,rtu,Z
5104,Ecocardiograma Doppler,B
5105,arcinomatosis peritoneal,1
5106,toracocentesis,3
5107,fiebre intraparto,6
5108,prematura 2000,P
5109,asma parto,O
5110,dfp,E
5111,RE+++,Z
5112,Apendicectomía Laparoscópica,0
5113,colectomia,Z
5114,Úlceras gástricas parto,K
5115,Miopia Magna,H
5116,TVP,4
5117,transplante medula,V
5118,debut dm 1,2
5119,enfisema centrolobulillar,J
5120,NEUTROPENIA FEBRIL 1,2
5121,Metrorragia part,6
5122,Podàlica,O
5123,Candidiasis del pañal,B
5124,CPAP 2,5
5125,tac Toraco-abdominal,B
5126,Eco TV,8
5127,Grupo sanguíneo materno A NEGATIVO,Z
5128,FA permanente,I
5129,eco cerebro,B
5130,dislipidemia,2
5131,artropatia degenerativa,7
5132,Endometriosis parto,N
5133,escoliosis Dorsolumbar,M
5134,GS: 0 positivo,Z
5135,Vulvectomía,6
5136,Eco-doppler,B
5137,fumadora part,O
5138,EVISCERACION DE LAPAROTOMIA,1
5139,Antecedente de neoplasia de mama,Z
5140,CÒLON IRRITABLE part,K
5141,utero septo parto,Q
5142,disfonías,7
5143,TAC rodilla derecha,B
5144,i aortica,I
5145,toracoscópia,8
5146,Historia de Fracturas,Z
5147,Grupo sanguineo materno O rh positivo,Z
5148,TBC historia,Z
5149,quistes renales,N
5150,E10.22,E
5151,migrañas part,G
5152,CA MAMA IZQUIERDA CSI,C
5153,incompetencia cervical,6
5154,Escoliosis part,M
5155,biopsia de gangli sentinella,4
5156,Alergia a ácaros,Z
5157,Alérgica a Torecan,Z
5158,induccio,3
5159,candidiasis oral,B
5160,R44.0,R
5161,hta irc icc,I
5162,Desgarro I,O
5163,rx tx,B
5164,nodulo tiroideo parto,E
5165,Apendicits aguda,K
5166,desgarro 1,O
5167,HIPERCOLESTEROLÈMIA,E
5168,Ansiedad parto,O
5169,pti part,O
5170,candidiasis oral,B
5171,Alérgica a PENICILINAS,Z
5172,Rhinovirus,B
5173,Ictus h,I
5174,cistectomía radical laparoscópica,0
5175,PICC,3
5176,gestación cronológicamente prolongado,O
5177,Biopsia piel pierna derecha,0
5178,OCD,Z
5179,SOP parto,E
5180,IVE fallido,O
5181,FACO+LIO OI,0
5182,atencion de traqueostomía,5
5183,Mioma part,D
5184,hipotir PARTO,O
5185,Asmática,R
5186,Edoxaban,Z
5187,cistoadenoma seroso,8
5188,salpingectomía geu izq lap,1
5189,Cesáreas ant anteparto,6
5190,HDA,5
5191,Historia de itus de repetición,Z
5192,E Coli,B
5193,Trastorno adaptativo,F
5194,Canalización de vía perférica,3
5195,Bypass gástrico,Z
5196,6 semanas,Z
5197,protesis mamas,Z
5198,historia Trombosis venosa,Z
5199,AMIGDALITIS CRONICA,4
5200,útero miomatoso,D
5201,Grupo sanguíneo: AB +,Z
5202,Herida labio inferior,8
5203,ANEXECTOMIA BILATERAL,0
5204,trombosis portal,K
5205,ca mama,1
5206,Obito fetal,6
5207,cesárea ant,O
5208,Parálisis Cuerda vocal izq,J
5209,aciclovir,9
5210,Von Willebrand part,D
5211,Exenolismo crónico,F
5212,H70.091,H
5213,Cames Inquietes,R
5214,cistoadenoma ovari,2
5215,Alergia al huevo,Z
5216,Grupo sanguíneo: O Rh: NEGATIVO,Z
5217,"Insuficiència renal crònica, estadi II",5
5218,alergia amoxicilina,Z
5219,anorexia nerviosa,F
5220,Hipotiroidsmo part,E
5221,RESECCIÓN ANTERIOR BAJA,Z
5222,colelitiasis parto,K
5223,metrorragia 2T,O
5224,Hipogonadismo hipergonadotropo,E
5225,Enoxaparina,9
5226,ANSIETAT,F
5227,episodios de ITU,N
5228,Angor estable,I
5229,Anexectomía bilateral lap,6
5230,ILE por Trisomia 21,6
5231,Biopsia endometrio,6
5232,hipotirodismo qx parto,E
5233,tratamiento inmunosupresor,Z
5234,litiasis vesicular,5
5235,anexectomia,6
5236,desgarro IIIA,O
5237,TRAQUEOSTOMÍA,V
5238,DOBLE ANEXECTOMA,0
5239,Lumbalgia parto,M
5240,PROLAPSO RECTAL,N
5241,Quiste parapiélico,N
5242,Enfermedad pulmonar obstructiva,J
5243,Ca Mama dreta,C
5244,historia neoplasia vesical,Z
5245,Síndrome ovario poliquístico,N
5246,Ádenopatías inguinales,R
5247,htp pulmonar,I
5248,adk,8
5249,cSI,5
5250,Puérpera,Z
5251,CIN-III,N
5252,Artrosis manos,M
5253,Ulcus bulbar,K
5254,Litiasis renal parto,N
5255,Incontinencia,R
5256,Transtorno bipolar,F
5257,vph parto,O
5258,cannabis parto,F
5259,Apnea del sueño,G
5260,ANEXECTOMÍA IZQUIERDA lap,0
5261,desgarro grado III,O
5262,Fractura isquiopubiana derecha,S
5263,oxitocíca,3
5264,Insuficiencia renal crónica grado III,N
5265,Dexketoprofeno,3
5266,ECOGRAFÍA ABDOMINAL,B
5267,itu E. Coli,B
5268,laboral,Y
5269,Insuficiencia Aortica,I
5270,Rubeola NO INMUNE,Z
5271,ansiós,3
5272,Hernia hiato part,K
5273,puerperal,O
5274,sd .constitucional,F
5275,Anexectomía derecha lap,6
5276,Pielonefritis aguda anteparto,6
5277,podálica gemelo,6
5278,apneas,7
5279,alergia PENICILINA,Z
5280,DM tipo 1 -,E
5281,40+5 setmanes,Z
5282,estreñimiento crónico,K
5283,Rubéola: NO Inmune,Z
5284,"Grupo sanguíneo materno:0 , Rh: +",Z
5285,estenosis esofágica,K
5286,bronquitis aguda rinovirus,J
5287,carcinoma infiltrante,8
5288,RETINOPATIA DIABÈTICA,E
5289,Hepatitis B. -,B
5290,Fibromialgia parto,O
5291,cesarea iterativa,O
5292,historia Linfoma no Hodgkin,Z
5293,ECO ABD,8
5294,Púrpura trombocitopènica immunitària,D
5295,Rinitis parto,J
5296,GsRh:A positivo,Z
5297,sobreinfección respiratoria,5
5298,ligadura tubarica,Z
5299,CARCINOMA UROTELIAL,8
5300,MRSA,B
5301,osteoporosi,7
5302,Hiperpotasemia,E
5303,labilidad emocional,R
5304,CPAP,5
5305,Gestacion bicorial/biamniótica,O
5306,Hipertensió portal,K
5307,AIT h,I
5308,Factor V de Leiden parto,D
5309,soporte vasoactivo,9
5310,colostomia,V
5311,Alergica a: ácaros,Z
5312,Anemia perniciosa,2
5313,Crohn part,K
5314,Inducción de parto,O
5315,Ulcus antral,K
5316,Dermatitis atopica,L
5317,Desgarro IV,O
5318,Ecografia cervical,8
5319,ANEXECTOMIA DERECHA lap,0
5320,Transtorno limite de la personalidad part,F
5321,anemia macrocítica,D
5322,Diabetes tipo II,E
5323,37 + 5 semanas,Z
5324,ira prerrenal,5
5325,"Adenoidectomía, Amigdalectomía",2
5326,DOLOR ABDOMINAL,R
5327,herpes genital parto,A
5328,ILE por trisomía 21,6
5329,apendicitis perforada,K
5330,RE+(,Z
5331,hidrocele,N
5332,estenosis subglotica,4
5333,Leucèmia limfoide aguda,2
5334,Grupo sanguíneo A +,Z
5335,Enfermedad renal crónica terminal,N
5336,Anemia crónica,D
5337,sordera congénita,H
5338,rubeola,O
5339,hipertensión pulmonar,I
5340,Grupo sanguíneo: A Rh: POSITIVO,Z
5341,K76.0,K
5342,APP,O
5343,sondaje,0
5344,RTU PRÓSTATA,V
5345,dislipemia part,E
5346,trasplante renal derecho,Z
5347,madre: cáncer de mama,Z
5348,Hematuria,R
5349,ecografía SNC,B
5350,nudo verdadero,O
5351,Ecocardio transtorácico,B
5352,úlceras sacras,L
5353,síndrome de QT largo,I
5354,pielonefritis aguda rn,P
5355,Shock hipovolémico,R
5356,Portador de gastrostomia,Z
5357,historia ca renal,Z
5358,31 semanas,Z
5359,eritema nodoso,L
5360,atrofia córtico subcortical,G
5361,Epístaxis,7
5362,Doble Anexectomia,6
5363,podálica,O
5364,migrañas,G
5365,Asma alergico,J
5366,ITU POSPArTO,N
5367,Sexo,Z
5368,Biòpsies peritoneals,5
5369,alergia a proteina de leche de vaca,Z
5370,hta + irc,I
5371,Gonalgia,M
5372,GS:O positivo,Z
5373,Ulcus gástrico,K
5374,drenaje mama,0
5375,Covid parto,U
5376,Síndrome ansioso parto,O
5377,tumorectomía derecha,8
5378,queiloplastia,2
5379,Artrosis columna,M
5380,Bypass gastrico lap,4
5381,pielonefritis del injerto,N
5382,RM craneal,8
5383,2 vertebras,8
5384,Hipertensión,4
5385,hta irc,N
5386,Hipotiroismo parto,E
5387,BiPAP,9
5388,TEP cronico,I
5389,LitiasisRenal,N
5390,Déficit Vit D parto,E
5391,fumador,F
5392,Grupo sanguineo: Rh negativo,Z
5393,Doble lesión mitral,I
5394,Obesidad parto,Z
5395,Torsion ovárica derecho,N
5396,Ciclofosfamida,9
5397,Tumor vesical h,D
5398,Fracaso de inducción,O
5399,mioma parto,D
5400,tac cerebral,B
5401,Fisura anal,K
5402,Cefazolina,3
5403,Edema pene,N
5404,RE,Z
5405,irritabilitat,R
5406,40 PARTO,O
5407,immunosupresor,3
5408,Obesitat morbida parto,E
5409,asma 3t,J
5410,Ansioso depresivo,F
5411,ANEXECTOMÍA IZQUIERDA LAPAROSCÓPICA,0
5412,O Negativo,Z
5413,Hallux valgus izquierdo,M
5414,SFA,I
5415,cefotaxima,9
5416,MIELOMA MÚLTIPLE,D
5417,2CCHH,9
5418,Ecografia abdomianl,B
5419,circular cordon,O
5420,Hemangioma en cuerpo vertebral,D
5421,Deficit de proteina c,E
5422,feto pequeño para edad gestacional,O
5423,Anemia parto,D
5424,puerperio,O
5425,Ehlers-Danlos,M
5426,vaginismo,6
5427,Nódulos suprarrenales,E
5428,adenocarcinoma de endometrio,C
5429,Púrpura de Schonlein Henoch,D
5430,concentrado de hematíes,9
5431,madden DERECHA,0
5432,RM COLUMNA LUMBOSACRA,B
5433,Infecciones urinarias de repeticion,Z
5434,trombocitosis esencial,D
5435,apneas obstructivas del sueño,G
5436,GONARTROSIS DERECHA,M
5437,Febricular,R
5438,Vomits,N
5439,intolerancia lactosa,E
5440,celiaquia parto,K
5441,Ca in situ,8
5442,SGb +,6
5443,diabetes gestacional (insulina,O
5444,COVID negativa,Z
5445,esofagoscopia,4
5446,sng,3
5447,itu anteparto,6
5448,cesaria ant anteparto,6
5449,Desgarro perineal Iº,O
5450,salpinguectomia bilateral,0
5451,Fibrilación auricular permanente,I
5452,henia de hiato,Q
5453,útero miomatoso parto,D
5454,transplante renal,Z
5455,desgarros vaginales,6
5456,Orquidopexia izquierda,0
5457,malla TOT,0
5458,Maladaptación pulomar,P
5459,neoplasia incierta,8
5460,útero miomatoso parto,D
5461,portadora de oxigenoterapia,Z
5462,Hipoacusia transmisiva oido derecho,H
5463,astigmatismo,3
5464,hipermenorrea,N
5465,Bronquiolitis aguda VRS,J
5466,mielopatía cervical,7
5467,o752,O
5468,ligadura tubárica,V
5469,nst sospechoso,Z
5470,Protesis total de cadera izquierda,Z
5471,Cifoescoliosis,M
5472,ALERGICO A PENICILINA,Z
5473,M79.81,R
5474,Deterioro función renal,N
5475,APGaR,4
5476,vómito bilioso,R
5477,Gestación gemelar bicorial-biamniótica,O
5478,angio tac torax,B
5479,PENICILINA,V
5480,gestación gemelar parto,6
5481,carcinoma ductal infiltrante mama izquierda,C
5482,Artropatia hemofílica,7
5483,rubeola no inmune,Z
5484,Polimialgia Reumática,M
5485,LUMBALGIA,M
5486,T. Adaptativo Mixto,F
5487,Quiste epidérmico,L
5488,Radiografía tórax,B
5489,enoxaparina,9
5490,Historia de QUIMIOTERAPIA,Z
5491,doble anexectomía,6
5492,quistes mamarios,N
5493,gestación tubárica izquierda,O
5494,rpm,O
5495,quiste seroso ovario derecho,N
5496,Preclamsia leve,6
5497,o pos,Z
5498,hipotiroidismo gestacional,O
5499,reflujo gastroesofagico,5
5500,gammablobulina anti D,6
5501,Ecografías obstetr,B
5502,epilepsia parto,G
5503,Biopsia renal,5
5504,Paracentesis evacuadora,1
5505,ITUs derepetición,Z
5506,"Grupo Sanguíneo A, Rh Positivo",Z
5507,Macrosomía fetal,O
5508,Parálisis facial,3
5509,Ex- fumador,Z
5510,vejiga hiperactiva,N
5511,hemocultivos,4
5512,ILE) por trisomía,Z
5513,HEMATOMA postquirugico,9
5514,erupcion polimorfa,L
5515,ITU e.coli,B
5516,preclampsia,O
5517,laparotomia,V
5518,canabis part,O
5519,Tumor de Células gigantes,8
5520,nebulizada,3
5521,AC x FA crónica,I
5522,fumadora part,O
5523,Gestante 41,O
5524,obesidad parto,Z
5525,Episodios de infección urinaria,N
5526,íleo paralítico qx,9
5527,Hipotiroidimo 1t,E
5528,Procidencia de mano,O
5529,Hipercolesterinemia,E
5530,Polineuropatía diabética,E
5531,Exéresis de ganglio centinela,4
5532,AB Rh positivo,Z
5533,fuma parto,O
5534,neutrofilia,2
5535,ansiosa-depressiva,F
5536,Bronquitis aguda Rinovirus,J
5537,Histerectomía total simple,6
5538,lipoma muslo derecho,D
5539,presentación podálica,O
5540,Neumonía COVID parto,J
5541,Hipotiroidismo 1t,E
5542,Fractura periprotesica cadera derecha,S
5543,Sindrome tunel carpiano,G
5544,chagas part,B
5545,acúfenos,3
5546,adherencias part,O
5547,esofagitis eosinófila,K
5548,VPH part,O
5549,V12.72,Z
5550,Trastorno de la conducta alimentaria,F
5551,SAG:positivo,O
5552,: 0 Rh: positivo,Z
5553,Ateromatosis aortoilíaca,4
5554,HIV parto,Z
5555,Absceso retroauricular,L
5556,BRICKER,1
5557,Alergia a amoxicilina-clavulánico,Z
5558,angioma hepatico,2
5559,pti,3
5560,Asma part,J
5561,HIPOGLUCEMIA Rn,P
5562,anticoagulante lúpico,D
5563,biopsia peritoneal,5
5564,carcinoma ESCAMOSO,8
5565,Desgarro IIIa,O
5566,Grupo sanguíneo:: 0 +,Z
5567,Ecografía de cadera,B
5568,endometrioma ovari,6
5569,histerectomia vaginal,0
5570,Aplasia medular,Q
5571,FOP,6
5572,: O negatico,Z
5573,anemia 2t,D
5574,SONDAJE URINARIO,0
5575,Migraña part,G
5576,Oxigeno domiciliario,9
5577,Ecografia ABD,B
5578,Grupo sanguíneo A positivo,Z
5579,Quist cortical,G
5580,colestasis parto,K
5581,nódulos tiroideos,E
5582,S. confusional,F
5583,diu,3
5584,enfermedad de alzheimer,G
5585,Hepatitis C,B
5586,Estreptococo Grupo B Positivo,Z
5587,BACTERIEMIA,R
5588,CIA parto,Q
5589,Dolor adominal,R
5590,Exfumador,Z
5591,Insuficiencia pancreática exocrina,E
5592,Endoscopia digestiva alta,B
5593,Legrado uterino obst,1
5594,TCE secuelas,8
5595,Anemizacion severa,E
5596,neumonitis rádica,5
5597,cirrosis hepatica vhc,5
5598,Grupo sanguíneo .B+,Z
5599,atrofia ovarioss,N
5600,Deficit B12,E
5601,flutter paroxístico,I
5602,MIOMA SUBMUCOSO,D
5603,SUTURA TSE,8
5604,Histerectomía total lap,6
5605,endometriosis ovari,6
5606,eritema,L
5607,cbc párpado,1
5608,7 semanas,Z
5609,Hipovitaminosis D,E
5610,Miastenia Gravis,G
5611,meniscectomia DERECHA,0
5612,Varices,I
5613,retraso de crecimiento intrauterino,O
5614,mioma PARTO,O
5615,nebulizacions,3
5616,Obesidad parto,Z
5617,CATÉTER DOBLE J IZQ,0
5618,Electrocardiograma,4
5619,cervezas,F
5620,SANGRADO MENSTRUAL ABUNDANTE,N
5621,Celiaquía parto,K
5622,Ecografías ginecológicas,B
5623,desgarro IIIb,O
5624,SAG: +,O
